Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
East Asia & Pacific (excluding high income),EAP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.045389154,0.142958863,0.341351701,0.702790338,3.987831792,4.105187948,5.080788933,5.401655591,5.810367793,12.30025768,11.89749596,8.99825442,5.371265639,6.23047927,6.116976479,5.490374845,2.713683934,4.095619311,2.876643609,3.94212688,5.121107234,2.800351963,2.765976068,2.515347991,1.897200575,1.712469923,1.973355105,1.683900764,0.9441809,1.411281679,2.534704668,1.702130641,1.587154089,1.643788286,2.097420793,2.769220301,2.736937303,2.24086766,2.500583849,1.195351708,1.486249919,1.816214605,1.596164663,1.342311777,1.098408815,0.423085826,0.327726392,0.424630515,0.555246447,0.478127304
Early-demographic dividend,EAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,2.287750264,2.411241051,3.055094675,4.213996602,13.59852014,10.99523067,12.52474315,12.20082457,10.70720143,20.08997999,17.61773266,13.57687972,9.166663075,9.260195966,8.910199551,7.764854263,4.028253574,5.700786384,4.519925821,6.737778299,9.240765901,5.310904547,5.169023779,5.171667386,4.57183878,4.953816106,5.882171908,4.983029508,2.951521805,4.230769103,6.989587963,5.476232149,5.6078247,6.338923246,7.592945043,9.900297327,10.09754175,8.751280627,10.61192746,5.759643326,6.729932094,8.555501941,8.314135963,7.443455262,6.358784052,2.96650086,2.407504377,3.092205336,4.253604134,2.989135721
East Asia & Pacific,EAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.016575027,0.053480065,0.115626057,0.227342962,1.22531545,1.283844629,1.443474917,1.476148235,1.204470329,2.57769969,2.749331903,2.002439486,1.28050707,1.474862307,1.479063209,1.424662572,0.529921924,0.672124717,0.433187581,0.608063933,0.823470193,0.42900708,0.433849503,0.385031307,0.313576581,0.307312207,0.420212947,0.39046947,0.2215532,0.326863059,0.61702856,0.469847021,0.472450209,0.494584138,0.644073009,0.925839343,1.037174364,0.958515793,1.173188856,0.590187206,0.762101177,0.976705669,0.890167138,0.804083728,0.688830893,0.275807658,0.210216163,0.277766816,0.374506915,0.331204523
Europe & Central Asia (excluding high income),ECA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0.024858528,0.03032355,0.064711582,0.35345055,0.244429139,0.198804617,0.187950322,0.181124003,0.336944382,0.371573631,0.278036784,0.179569954,0.252297594,0.556953091,0.535468451,0.202247784,0.630640586,3.417780031,5.522591912,6.530604097,2.831377647,2.855551444,2.508226323,2.480640823,2.660310583,3.656627155,2.819112196,0.777953851,3.254823597,6.986959233,5.62354327,5.704822398,5.881709192,6.568696396,7.814703078,7.977972029,7.02346696,8.015231685,5.558798787,6.743938074,8.279386951,7.537454451,6.530433242,6.346942504,3.547996114,3.023025124,4.181052834,6.704515817,6.059327455
Europe & Central Asia,ECS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.001715529,0.002221351,0.002961425,0.005942982,0.042915054,0.048560927,0.078848984,0.121462581,0.12889562,0.339848104,0.404679594,0.376035285,0.242075195,0.420049024,0.506100895,0.522685857,0.161629566,0.241800667,0.506208665,0.782407536,0.88437196,0.37779776,0.349583082,0.348304547,0.311690912,0.316394883,0.445391785,0.374838014,0.092920812,0.334629956,0.827931663,0.630070104,0.644246312,0.651876612,0.788523819,1.070573148,1.192473063,1.127652637,1.430551698,0.866818693,1.214093895,1.637257587,1.616648662,1.401484941,1.247433791,0.618861886,0.501947858,0.731817835,1.118133205,1.026210161
Ecuador,ECU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.030150357,0.045123757,0.875126503,3.145912269,8.106001895,6.030601356,6.467756151,4.500695827,4.990184236,11.27399835,10.65993853,7.569916334,5.196219495,8.882696505,9.496090361,9.838943688,5.081617701,5.289992846,7.302665927,9.395271278,12.17105498,6.499324759,7.074177224,6.97612676,5.638541133,6.182566871,8.028439283,6.039438561,3.023748353,7.591825324,16.02477073,9.089467446,7.929424927,8.633673149,13.15674913,17.48681707,18.45606865,16.65515372,18.51395192,8.768043806,11.26863245,15.58888474,13.76698182,12.53818656,11.09595783,4.351543513,3.218096818,4.965792171,7.169529402,6.675261872
"Egypt, Arab Rep.",EGY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.572028274,1.748801516,1.560550088,1.500629374,6.107892229,7.447276566,10.0263511,12.55755814,14.49114416,29.82180354,32.57227071,28.32684525,20.2414243,20.05587182,20.27943782,18.37049734,7.98343567,12.40815373,11.24676602,14.15511832,17.63090755,12.32982516,11.64300689,9.977631579,8.213342254,7.87977091,8.767955667,6.337082578,3.561327657,5.178967029,7.161538045,5.658862012,6.50277594,8.036682462,10.24847331,12.31974664,12.11046949,10.57320771,11.89882035,6.120875819,7.117276795,9.580887715,8.206369614,7.653037419,6.515535886,3.091911172,2.335343399,4.213188383,5.570275927,4.01867897
Euro area,EMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.002101844,0.002430855,0.002942194,0.005696169,0.041616183,0.032218569,0.033031744,0.028645654,0.02353356,0.047922074,0.05518572,0.048613646,0.031299984,0.056633439,0.061199282,0.066702777,0.020733385,0.028996092,0.020147262,0.028966989,0.030998794,0.013934078,0.012481606,0.012683836,0.012048712,0.011236139,0.014718778,0.01250644,0.003067018,0.009076329,0.022775932,0.016126477,0.018859913,0.018189991,0.020557948,0.028319033,0.030281877,0.030266321,0.035370148,0.018420471,0.027562901,0.040945164,0.041345559,0.03657221,0.033006419,0.015451209,0.009601568,0.01408554,0.021849252,0.018325395
Eritrea,ERI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Spain,ESP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.000280649,0.000321553,0.000434895,0.004681262,0.078502824,0.06324529,0.05986328,0.031911395,0.02674542,0.058562582,0.095271314,0.063593531,0.043498843,0.142518724,0.118261727,0.110260125,0.028025416,0.03283952,0.018309877,0.018733116,0.015229092,0.009062109,0.008873659,0.008448679,0.007259486,0.005441149,0.005710872,0.003602532,0.001262935,0.00243796,0.00463146,0.004848106,0.004128235,0.003922801,0.004120479,0.002858418,0.003049429,0.002606324,0.003227521,0.001634293,0.00270361,0.003334013,0.004989653,0.010779289,0.008173736,0.002939417,0.001304972,0.001591362,0.001842751,0.000733917
Estonia,EST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.045666456,0.040861794,0.048181944,0.072181901,0.059099843,0.01364763,0.048044816,0.122562338,0.067241391,0.055374121,0.097969823,0.108500136,0.153676248,0.171004702,0.333485269,0.695854597,0.613390191,1.113979299,1.730451727,1.177523441,0.815190544,0.577715709,0.282929854,0.208426805,0.267928594,0.354408456,0.287821727
Ethiopia,ETH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
European Union,EUU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.002101844,0.002242658,0.002736732,0.005334142,0.038879365,0.030080885,0.030882522,0.02758485,0.022605038,0.046131835,0.053146565,0.04827666,0.032994207,0.060175619,0.065718683,0.073323278,0.023368751,0.048223233,0.032243487,0.04853466,0.05137146,0.024093016,0.022867004,0.024184986,0.022741394,0.022417259,0.030897098,0.027248525,0.00666102,0.023916352,0.064417471,0.045673815,0.048523848,0.046108422,0.054984362,0.073725699,0.07679001,0.069872625,0.083122521,0.044968802,0.06359673,0.086904631,0.085509593,0.07196067,0.062394976,0.029315372,0.020026119,0.028630785,0.041237335,0.035186452
Fragile and conflict affected situations,FCS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,4.581741352,4.87275102,4.45090739,6.65213553,25.73474992,20.65576128,19.85696535,18.35750222,17.06943987,26.56133999,28.24437469,10.24607294,6.74315983,9.770096501,12.62871595,12.75100862,6.575488703,11.55013059,9.866794574,17.71080262,15.85346319,12.44902959,13.63852582,14.14029515,13.13944811,13.03250082,16.81941554,13.49767652,7.075885705,10.68170886,17.21100974,12.82194934,12.93380703,14.36262987,21.83565918,26.31868672,25.73008389,22.37682335,25.14041023,13.76670945,16.61977168,20.92796844,19.43280447,16.48605016,13.21156965,7.355859935,6.89705515,10.65777439,14.56327312,13.28316072
Finland,FIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,FRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.001228933,0.001313387,0.001333554,0.002248448,0.014382004,0.010039291,0.011153163,0.010704542,0.00950714,0.020802482,0.024914178,0.028495231,0.01652036,0.02626015,0.029181451,0.04095283,0.014415473,0.021421575,0.015097371,0.023457675,0.024545852,0.011051009,0.010531635,0.01035632,0.009126697,0.007932261,0.009536702,0.006866328,0.001631443,0.005198669,0.012385861,0.008688321,0.008183572,0.007043695,0.008084608,0.010354717,0.011891073,0.010422845,0.013143327,0.007009305,0.010217946,0.01417617,0.013330471,0.011330678,0.009631261,0.005163267,0.00400561,0.005420549,0.008395327,0.007199358
Faroe Islands,FRO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Micronesia, Fed. Sts.",FSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gabon,GAB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0,0.67163515,0,2.5187848,35.71380628,28.90608865,21.07239045,26.3255017,27.15398057,50.19519492,30.66795685,14.06112809,6.921957012,14.72138607,21.03373718,24.21416337,7.830189225,17.60876727,11.98406228,24.72365254,29.97673427,18.87355825,21.42605208,26.01601616,22.81710584,25.32959994,29.79639195,26.78047884,11.23862069,22.18251653,40.97659915,23.84778498,21.13166481,17.29601688,25.79891429,36.63717931,36.93083574,35.37993158,41.6456345,24.18436547,31.38424662,36.10687065,35.40798321,29.89039249,24.08556881,9.928434319,8.964961602,15.40173009,20.32417114,18.80132063
United Kingdom,GBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0000238,0.0000454,0.000083,0.000237021,0.002133973,0.018578697,0.201453862,0.613698253,0.686938296,1.888463455,1.929315357,1.72782312,1.13941515,1.965769659,2.377505769,2.342325479,0.78248423,0.994021645,0.563041556,0.719288005,0.850266687,0.373839717,0.39377544,0.444692033,0.471719002,0.468898611,0.643632465,0.451709815,0.112688564,0.406078677,0.798433022,0.596117023,0.583433758,0.548968047,0.559765633,0.69207885,0.704219067,0.674504685,0.936431161,0.572159579,0.743860368,0.878101552,0.722801217,0.572454255,0.460207265,0.230328312,0.208795297,0.31673492,0.524983099,0.489482893
Georgia,GEO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.245139186,0.142047574,0.182944199,0.076675033,0.083043953,0.093947012,0.293109196,0.213565253,0.04687051,0.165439519,0.417155563,0.263434837,0.19775201,0.377850148,0.279348172,0.222797322,0.211808055,0.156052639,0.162450186,0.098117426,0.127277996,0.153676528,0.130396078,0.111090663,0.087519397,0.040274177,0.031059949,0.036641012,0.051465258,0.030838129
Ghana,GHA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0,0,0,0,0,0,0,0.069949221,0.355980629,0.337434712,0.170353905,0.079552392,0.156750054,0.21627722,0.104386667,0.008409224,0,0,0,0,0,0.069040476,0.0974594,0.074838648,0.213082234,0.398489354,0.279490442,0.095736836,0.24287443,0.926094805,0.584349307,0.509514452,0.427881759,0.660937877,0.736161183,0.47194249,0.436058714,0.546759901,0.278702056,0.409620124,5.29883508,5.018554884,3.750869866,3.900456757,1.410833956,1.066320389,2.959143227,4.613835742,4.696087724
Gibraltar,GIB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The",GMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.312498859,4.771111887,12.02483778,14.43976767,12.13079999,33.74985544,45.68664746,32.04579831,51.3239555,,,,,,,54.58086686,47.57139499,44.68432024,25.97173906,33.51493683,35.43973636,34.15119675,29.45167728,23.76934117,12.67798268,12.08686442,17.84517458,22.66219317,22.26492392
Greece,GRC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0,0,0,0,0,0,0,0,0,0,0.078842484,0.10926711,0.203960517,0.239566341,0.236848217,0.082189307,0.112544342,0.063219637,0.079447087,0.07825635,0.0361782,0.028463965,0.024915311,0.019909789,0.016616674,0.019457364,0.017739727,0.0031962,0.000606617,0.021230632,0.015702579,0.009336996,0.007546646,0.008644873,0.011477777,0.008625725,0.00546485,0.005549375,0.003676007,0.011642061,0.013838995,0.014959492,0.01034408,0.008777851,0.004135843,0.009797013,0.012543638,0.028101375,0.021947046
Grenada,GRD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,GRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Guatemala,GTM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0,0,0,0,0,0.02173397,0.029766731,0.104301217,0.400500214,0.592541355,0.454186594,0.338045692,0.496989325,0.328762406,0.185134705,0.183457289,0.239251936,0.120682478,0.222625839,0.34023312,0.172703317,0.183381616,0.236139092,0.224005751,0.250196445,0.418219677,0.394431074,0.276588435,0.501358456,0.796118393,0.608944586,0.498637236,0.682981868,0.753579226,0.859937357,1.074443538,0.770633613,0.899255466,0.404029413,0.466552793,0.568414773,0.505067263,0.427077405,0.353453542,0.126216837,0.086841634,0.131096208,0.195389083,0.154707855
Guam,GUM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Guyana,GUY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715417738
High income,HIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.356643912,0.382919144,0.413865493,0.500304166,1.840404869,1.601012824,1.771324005,1.789417037,1.501177844,2.705841681,3.316820237,2.66879802,1.58565795,1.699498092,1.628343951,1.393719571,0.595904811,0.751970213,0.531509798,0.7391114,0.932187463,0.570112007,0.580173154,0.546354,0.467484086,0.465239964,0.596681438,0.502884789,0.265920946,0.429063076,0.808811024,0.590374589,0.56398846,0.637165201,0.791803368,1.112735229,1.195421163,1.144214325,1.576071998,0.883418081,1.177456924,1.663102051,1.617357516,1.542994722,1.363279014,0.63976379,0.558973283,0.731803498,1.049211621,0.942603567
"Hong Kong SAR, China",HKG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavily indebted poor countries (HIPC),HPC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0.046954293,0.042064361,0.076868442,0.627421512,0.489774151,0.629013755,0.563639063,0.673031225,1.879768242,1.470151367,0.934067976,0.510531799,1.095307999,1.804335526,1.949681919,0.550810207,1.117280688,0.811535791,1.489315457,1.890362965,0.930748,1.16469192,1.036227584,0.925996554,0.977566999,1.355077648,1.198952457,0.484920127,1.082934989,2.459301887,1.740971779,1.632888108,1.616345116,3.382134796,4.985874901,5.624211485,5.222066735,6.259983857,2.933857166,4.121406237,5.567269635,3.399193182,2.848135233,2.358529833,0.800253343,0.700329549,1.393241853,2.087770953,1.89497846
Croatia,HRV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.41641956,0.517004702,0.389611188,0.08568899,0.310772321,0.601209362,0.396134532,0.43107544,0.296143199,0.331552863,0.38551406,0.39816646,0.365750584,0.393814424,0.29910947,0.420974471,0.547534558,0.47007474,0.412235101,0.34201047,0.192505382,0.16080547,0.232557569,0.334283902,0.296795321
Haiti,HTI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,0.232587751,0.216826054,0.209356635,0.20120196,0.190521961,0.245778223,0.209350025,0.037950175,0.126992719,0.332620907,0.216710222,0.161764,0.157802993,0.167000122,0.180806783,0.197780733,0.162836411,0.198036718,0.126445486,0.16307574,0.208496754,0.221260874,0.17638387,0.146273774,0.072450627,0.064922172,0.090843718,0.145104128,0.145847005
IBRD only,IBD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.107512023,1.254544797,1.430693818,1.933617015,7.133654143,6.321756193,6.898576568,6.429860302,6.227034477,9.488985395,10.00385885,6.969395849,5.304961816,6.389777988,6.409601898,6.098180829,2.79293199,4.12901099,3.373856412,5.039292859,6.05121085,2.656689115,2.774138842,2.862255629,2.401919518,2.410063284,2.962837114,2.473808368,1.29121237,2.342059559,4.158260712,3.132974654,3.258537959,3.553983112,4.608226964,5.847597114,6.01736937,5.19725019,6.06728425,3.306147893,3.91277424,4.795236404,4.521915013,3.911535475,3.380238332,1.514324574,1.239330377,1.679883941,2.332228486,1.824610368
IDA & IBRD total,IBT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1.040685515,1.13489642,1.298061297,1.808471482,7.168089466,6.215375401,6.814416649,6.441754327,6.110671134,9.860244514,9.781709463,6.227860482,4.692336816,5.867027235,6.111445093,5.868516109,2.653650975,3.998703481,3.28031642,5.020076766,6.072521,2.74480096,2.907381119,2.980537304,2.505615103,2.518568925,3.090453955,2.578368384,1.332739402,2.419029835,4.318929136,3.234469428,3.319835273,3.607266206,4.731990498,6.028756447,6.183911921,5.346950954,6.24308274,3.370294511,4.044593111,4.960946464,4.585183402,3.949524315,3.396022767,1.490636538,1.21634127,1.685096248,2.348529075,1.859595076
IDA total,IDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0.163712832,0.131195503,0.551708472,7.479776257,5.34759807,6.092815815,6.549165219,5.10651934,13.06823541,8.124526953,2.252064153,1.198921833,2.348410851,3.891967779,4.099713317,1.526051816,2.929742568,2.296803638,4.805305355,6.317829816,3.723601787,4.43261106,4.514358951,4.025446033,4.093609013,4.93182659,4.11903032,1.919546198,3.442081467,6.341311961,4.544740786,4.060356373,4.25264332,6.2630108,8.334190411,8.273971036,7.34039383,8.652677595,4.236898276,5.928301744,7.428922626,5.516194807,4.48647823,3.611546045,1.189206033,0.910590905,1.759154791,2.582016271,2.344916303
IDA blend,IDB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0.142027371,0.006066409,0.86444215,14.53355011,10.20691413,9.880209842,11.0573376,8.855372417,22.26148838,14.34373665,2.651680982,1.220454214,3.079109914,6.033993783,6.644672274,2.538838873,5.268243487,4.043690499,8.921751181,10.20344177,5.672591164,6.915007878,7.249428833,5.497204862,5.702963818,6.982131895,5.774100649,2.278670609,4.524967393,8.998208195,6.034812093,5.094362433,5.359490339,8.18660655,10.74680099,10.21864424,9.121854462,10.9938526,5.598533838,8.057068513,10.15164867,8.691839455,6.848446853,5.448881836,1.918223307,1.595135521,3.158137519,4.711154811,4.296031269
Indonesia,IDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.30076592,0.999126588,2.343659374,4.229326282,15.9398517,13.87918473,14.17380264,14.46341904,12.34060195,28.8316723,23.12297198,16.58194665,8.653332681,11.28995634,11.21056062,10.24230118,5.345495177,8.078900613,5.535964926,7.442715415,9.333683437,5.234791412,4.966786182,3.949073213,3.167593754,3.017042751,3.498528285,3.181994328,3.649379412,3.965285082,6.465635417,4.480144027,3.535391102,3.171137576,3.998432895,5.258280602,4.652071341,3.903636298,4.693985915,2.23957544,2.323502501,2.85826847,2.55732372,2.28559516,1.964774573,0.788731,0.638892182,0.834545476,1.176174043,0.94587769
IDA only,IDX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0.181868222,0.251429025,0.290102483,1.025828364,1.216512577,1.656315905,1.539129912,1.299627257,2.576734502,1.896726723,1.53862108,1.162705446,1.381031512,1.491314039,1.420219895,0.650385072,1.01765494,0.884140559,1.560629364,3.066606298,2.113364262,2.269063995,2.428848541,2.772329448,2.715471396,3.149111879,2.710816892,1.630901949,2.549343683,4.178206367,3.311996789,3.177367609,3.308510278,4.498665922,5.993255381,6.229507985,5.524940297,6.191434874,2.938346902,3.807382461,4.63998563,2.075709451,1.99607528,1.664621272,0.463062264,0.273752208,0.556516708,0.794806637,0.740106038
Isle of Man,IMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.046068787,0.056691147,0.046520843,0.056222382,0.18139829,0.40399675,0.540924106,0.642377646,0.640819442,1.530949357,1.024446353,1.600196518,1.36763434,1.702692963,1.764052343,2.068350319,0.970967536,1.116703658,0.816061446,1.430290493,1.741134808,1.126706557,0.957900525,0.890831445,0.778815415,0.932049987,1.005647274,0.909366575,0.491262137,0.720579179,1.187827812,0.86637408,0.877973863,0.874924008,1.039183683,1.278302035,1.389688817,1.185832764,1.596356958,0.677677975,0.811983564,1.342550987,1.303833464,1.154074938,0.927377893,0.354014207,0.234217169,0.322149817,0.452287397,0.361661241
Not classified,INX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Rep.",IRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,13.59200013,17.11727468,18.48002692,19.87231923,49.31785671,38.19758457,35.32259099,30.33477301,29.79136856,33.74070623,20.89355683,14.39797743,14.6856697,13.32862336,11.22950913,10.10217905,3.942556662,9.607306971,8.444950848,15.17111115,21.47498313,,,28.9984003,23.96385437,19.46927598,19.69438054,18.66734612,11.93885556,17.23654245,31.38666057,22.31220511,20.72397847,22.06988136,25.24594911,32.36504935,31.94553523,25.34650372,30.04429938,17.30279081,20.53004318,24.75943522,20.18934791,23.15050588,23.1050721,12.76753869,11.8369838,15.89807996,20.405599,
Iraq,IRQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,18.36653833,22.61403831,22.60920499,31.11864959,64.75389633,61.63157963,54.96443539,51.52279376,47.74234386,,55.84781675,27.28609085,19.85202452,21.14954533,21.6500024,24.00695388,14.52729311,20.57299852,19.92918527,28.7141693,9.843471079,,,,,,,,,,,,,,65.84599775,66.56408132,64.70462134,53.23768955,55.20001243,38.20891796,42.44213518,50.21417884,48.89736152,44.55339387,44.30182004,34.01128189,30.28150462,36.09883359,44.79034495,39.61544525
Iceland,ISL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,1.7122442,1.470622764,0.029908868,0.027378785,0.028640993,0.02930452,0.011839254,0.004088764,0.003691206,0.003897574,0.002931555,0.001556023,0.001457788,0.001027235,0.000549185,0.000513286,0.001169809,0.001518052,0.000625048,0.000942107,0.00056253,0.000465142,0.00063896,0.000427862,0.000663779,0.001242506,0.00137118,0.001266775,0.001415351,0.00086022,0.001046729,0.005290562,0.005413584,0.004561534,0.003888514,0.001941378,0.001457375,0.001749199,0.002291357,0.001933171
Italy,ITA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.001010991,0.001327135,0.001592414,0.003125154,0.022058025,0.020603908,0.02449782,0.022068096,0.021285213,0.048625114,0.049978217,0.03718572,0.024502066,0.044304067,0.047755189,0.049776841,0.015418398,0.031259965,0.025808817,0.038117513,0.041942637,0.017174462,0.017975654,0.022303261,0.020950989,0.023406481,0.030523074,0.027818921,0.006535529,0.021175965,0.048274502,0.031449304,0.041030636,0.039530333,0.046009459,0.072742056,0.078794455,0.076801697,0.088830108,0.044975548,0.074121671,0.109284223,0.117768228,0.106085444,0.099204334,0.046671378,0.024999849,0.040678109,0.069756469,0.059759767
Jamaica,JAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
